id	sentence	sentiment
154	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 3.5%에서 3.25%로 하향조정하여 운용함	DOWN
155	 실물경제는 민간소비와 설비투자의 본격적인 회복이 지연되는 가운데 당초 예상을 벗어난 고유가 추세의 지속 및 세계 IT경기의 둔화 가능성 등으로 성장세가 약화될 우려가 있음	DOWN
156	 물가면에서는 국제유가 급등 등의 영향으로 상승압력이 높아지고 있으나 내수 저조로 수요압력이 미약하여 근원인플레이션율은 목표범위 내에서 유지되고 있음	DOWN
158	 금융시장에서는 전반적으로 유동성 사정이 원활하였으나 신용도가 낮은 중소기업의 자금조달 여건은 여전히 개선되지 않고 있음	DOWN
160	 아울러 경제의 성장과 안정의 균형을 실효성 있게 도모하기 위해서는 제반 거시경제정책의 조화적 운용에 더욱 유의하여야 할 것으로 판단됨	DOWN
161	 실물경제는 수출의 견실한 신장에도 불구하고 내수부진으로 둔화추세가 한층 뚜렷해지고 있으며 하반기에도 국내외 여건에 비추어 경제성장세가 크게 높아지기는 어려울 것으로 예상됨	DOWN
163	 주택시장은 정부의 주택가격 안정대책에 힘입어 안정을 되찾고 있음	DOWN
164	 금융시장은 대체로 안정된 모습을 유지하고 있으나 신용도가 낮은 기업의 자금조달여건이 개선되지 않고 있는 가운데 신용카드사 및 SK글로벌 문제 등과 관련된 불안요인이 잠재하고 있음	DOWN
165	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 4.0%에서 3.75%로 하향조정하는 동시에 유동성조절대출금리도 현재의 3.75%에서 3.5%로 인하하여 운용함	DOWN
166	 아울러 경제의 성장과 안정의 균형을 도모하기 위해서는 보다 적극적인 재정운용이 긴요하며 한편으로는 부동산시장의 안정에도 계속 유의해야 할 것으로 판단됨	DOWN
168	 물가는 국제유가 하락 및 농산물 가격 안정 등으로 오름세가 상당폭 진정되었으며 경상수지도 수출이 호조를 지속한 반면 수입신장세는 둔화됨에 따라 적자폭이 축소된 것으로 추정됨	DOWN
169	다만 주택매매가격은 일부 재건축관련 아파트가격의 급등에 주도되어 비교적 큰 폭으로 상승하였음	DOWN
171	 이와 같은 점을 종합적으로 감안하여 경제활동의 과도한 위축을 방지하기 위해 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 4.25%에서 4.0%로 하향조정하여 운용함	DOWN
172	 아울러 이번에 정부가 발표한 강력한 부동산가격 안정대책이 부동산가격 안정에 유효할 것으로 기대하고 있으나 부동산시장 동향을 예의주시하여 필요시 추가대책을 강구해야 할 것임	DOWN
173	 실물경제는 소비 및 건설투자의 호조가 지속되는 가운데 수출이 증가로 돌아서고 설비투자도 개선기미를 보이는 등 경기회복세가 더욱 뚜렷해지는 모습을 나타냄	UP
174	 물가는 아직 안정세를 유지하고 있으나 국제유가 및 부동산가격상승 등 불안요인이 잠재하고 있는 데다 경기회복과 함께 수요면에서의 상승압력도 점차 증대되어 하반기에는 물가상승률이 높아질 것으로 예상됨	UP
175	 특히 저금리를 배경으로 가계대출이 크게 늘어남에 따라 통화증가세가 확대되고 있어 앞으로 과잉유동성의 우려가 있음	UP
176	 이와 같은 우리경제의 현 상황에 비추어 볼 때 과잉유동성을 미연에 방지하고 물가안정기조를 다지기 위해서는 통화정책면에서 미조정이 필요한 것으로 판단됨	UP
178	 실물경제는 미국을 비롯한 세계경제의 회복 전망이 불투명한 가운데 큰 폭의 수출감소세가 지속되고 산업생산 및 설비투자도 더욱 크게 위축되는 등 매우 부진한 모습을 보이고 있음	DOWN
179	물가는 환율 유가 공공요금 등 비용면에서의 상승압력은 점차 약화되고 있으나 부동산가격이 계속 상승하고 있으며 8월중 소비자물가도 기후불순에 의한 농축수산물가격의 상승으로 예상보다 높은 오름세를 보였음	DOWN
180	금융시장은 일부 대기업의 구조조정과 관련한 불확실성이 증대되고 있으나	DOWN
181	지난 7월 및 8월 2차에 걸친 콜금리 인하 이후 시장금리 및 은행 여수신금리가 큰 폭으로 하락하고 신용등급이 낮은 회사채의 발행이 원활히 이루어지는 등 기업자금 조달여건의 개선 추세가 지속되고 있음	DOWN
183	한편 통화?재정면에서의 경기대응정책이 경제활성화로 이어지기 위해서는 기업의 구조조정을 조속히 추진하는 등 금융시장의 잠재적 불확실성을 해소하는 것이 매우 긴요함	DOWN
184	 실물경제는 반도체 등 정보통신산업을 중심으로 산업생산이 계속 위축되고 수출 감소폭이 더욱 확대되는 가운데 설비투자의 감소세가 지속되고 있으며 향후 미국 등 세계경제 회복 전망의 불확실성 등으로 경기부진이 예상보다 심화될 우려가 있음	DOWN
186	금융시장은 지난달 콜금리 인하 이후 시장금리 및 은행 여수신금리가 크게 하락하는 가운데 회사채 및 CP의 순발행기조가 유지되는 등 기업자금 조달여건의 개선 추세가 지속되고 있으나	DOWN
188	이와 같은 경기 및 물가 전망과 금융시장 상황을 종합적으로 감안하여 8월중 통화정책은 다음과 같은 방향으로 운영함	DOWN
189	콜금리 목표를 현재의 4.75%에서 4.5%로 하향 조정	DOWN
190	유동성조절대출금리도 현재의 4.5%에서 4.25%로 하향 조정	DOWN
191	지난 7월에 이어 금번의 콜금리목표 인하가 실물경제 호전으로 이어지기 위해서는 재정면에서도 경기부진에 보다 적극적으로 대응하는 한편 기업구조조정을 과감히 추진하여 경제의 불확실성을 해소하는 것이 긴요함	DOWN
192	 실물경제는 설비투자의 부진 및 수출의 큰 폭 감소로 산업생산 활동이 계속 둔화되고 재고가 크게 늘어나는 가운데 대외여건면에서도 미국 등 세계경제의 회복전망에 대한 불확실성이 여전히 남아 있는 상황임	DOWN
193	 한편 물가는 지난해 하반기 이후의 고유가 공공요금 인상 환율상승 및 최근 가뭄 등의 영향으로 높은 수준을 나타내고 있으나 경기부진으로 수요면에서의 상승압력은 거의 없는 것으로 보임	DOWN
196	 콜금리 목표를 현재의 5.0%에서 4.75%로 인하	DOWN
197	향후 통화정책은 대내외 경제여건의 불확실성이 큰 만큼 물가 경기 및 금융시장 동향을 면밀히 점검하면서 탄력적으로 운용할 것임	DOWN
198	 실물경제는 산업생산이 작년 9월 이후 4개월 연속 감소하고 수출증가율이 큰 폭으로 낮아지는 등 예상보다 빠르게 둔화되고 있으며 소비 및 투자 심리도 크게 위축되어 있음	DOWN
199	소비자물가는 1월중 농수산물 가격 상승 공공요금 인상 등으로 큰 폭의 오름세를 보였으며 최근의 환율상승에 따른 파급영향 등 불안요인이 있으나 경기가 빠르게 둔화되면서 수요면에서의 상승압력은 해소되고 있음	DOWN
201	경기둔화로 기업의 현금흐름이 악화될 가능성이 있는 데다 잠재부실기업의 신용위험에 대한 우려가 가시지 않고 있는 등 불안요인이 잠재해 있는 상황임	DOWN
202	이와 같은 실물경제 및 금융시장 상황을 종합적으로 감안하여 2월중의 통화정책은 다음과 같은 방향으로 운영함	DOWN
203	 콜금리 목표를 현재의 5.25%에서 5.0%로 하향 조정함	DOWN
204	앞으로도 물가는 물론 경기 상황을 면밀히 관찰하여 통화정책면에서 대응해 나갈 것이며 아울러 최근 완화 기미를 보이고 있는 기업자금경색 현상이 지속적으로 개선될 수 있도록 기업부문으로의 자금공급 확대에 계속 노력할 것임	DOWN
205	 최근 부분적으로 호전기미를 보이고 있는 금융시장이 기조적으로 안정을 되찾기 위해서는 기업 및 금융 구조조정을 실효성 있게 추진하는 것이 더욱 긴요함	DOWN
206	실물경제는 경기상승국면이 이어지는 가운데 경상수지도 흑자기조를 유지하고 있으나 물가불안이 현재화되고 있음	UP
207	 소비자물가가 국제유가 급등 공공요금 인상 농축수산물가격 상승 등의 영향으로 지난 6월 이후 4개월 연속 큰 폭의 오름세를 나타내었음	UP
208	금융시장은 국제유가 급등 반도체가격 하락 대우자동차 매각 차질 등의 요인이 복합적으로 작용하여 일시 크게 동요하였으나	UP
209	국제유가의 급등세가 진정되고 기업 및 금융구조조정의 조기 추진 계획이 발표되면서 불안심리가 다소 완화되는 모습을 보이고 있음	UP
210	한편 그 동안 경기상승기조하에서 물가오름세가 빨라짐에도 불구하고 금융시장 안정에 중점을 두고 콜금리를 운용해 옴에 따라	UP
211	시중자금흐름이 단기화되는 등 부작용이 나타나고 있을 뿐 아니라 앞으로 인플레이션기대심리를 부추길 우려가 있음	UP
212	이와 같은 물가동향과 금융시장 상황을 종합적으로 감안하여 10월중 통화정책은 다음과 같은 방향으로 운영함	UP
213	 콜금리 목표를 현재의 5.00%에서 5.25%로 상향조정하여 운영함	UP
214	 유동성조절대출금리는 현 수준(4.50%)을 유지함	UP
215	월중 공개시장조작을 통한 유동성 조절규모(평잔기준 통안증권 발행 및 RP 순매각 금액)는 61조원 내외로 하되 시장상황에 따라 조절함	UP
216	경기상승세가 지속되는 가운데서도 아직까지 물가상승압력이 현재화되고 있지는 않으며 1월중 수출입차가 적자를 보였으나 경상수지는 흑자를 유지하고 있음	UP
218	 또한 2월 2일 대우채권 지급비율 인상 이후에도 수익증권 환매로 인한 투신사의 자금유출규모가 예상보다 크지 않은 점에 비추어 금융시장의 불안요인이 크게 해소된 것으로 판단됨	UP
219	그러나 그동안 경기상승 및 금융시장불안에 따른 장기금리의 상승에도 불구하고 금융시장 안정을 위해 콜금리를 계속 낮은 수준에서 유지해 온 결과 장단기금리격차가 크게 확대되었으며	UP
220	이로 인해 시중자금의 단기화와 금리정책의 유효성 저하 등 부작용이 나타나고 있음	UP
223	 콜금리를 현재의 4.75% 내외에서 5.00% 내외로 운영	UP
224	최근 장기시장금리가 금융시장 불안요인의 완화로 하락세를 보이고 있고 경기상승에 대응한 금리인상 예상은 이미 시장금리에 상당부분 반영되어 있음에 비추어 장기금리는 기조적으로 하향안정세를 유지하여 장단기금리격차가 축소될 것으로 예상됨 	UP
