	id	sentence	sentiment
93	94	 앞으로 통화정책은 유동성 상황을 개선하고 경기의 과도한 위축을 방지하는 데 주안점을 두고 운용해 나갈 것임	DOWN
94	95	 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 4.00%에서 3.00%로 하향조정하여 통화정책을 운용하기로 하였음	DOWN
95	96	 최근 국내 경기는 소비 투자 등 내수 부진이 심화되는 데다 수출도 감소로 돌아서면서 빠르게 둔화되고 있으며 신용경색 등 금융시장 불안과 함께 세계경제의 침체로 향후 성장이 크게 위축될 가능성이 높은 것으로 판단됨	DOWN
96	97	 소비자물가는 원/달러 환율 상승에도 불구하고 국제유가 하락과 경기둔화의 영향으로 오름세가 계속 둔화되고 있음. 부동산시장에서는 거래 위축 및 가격 하락 현상이 지속되고 있음	DOWN
97	98	 금융시장에서는 환율 주가 등 가격변수가 높은 변동성을 보이는 가운데 외국인 투자자금 유출 및 금융기관의 여신태도 강화 지속 등으로 기업의 자금조달 여건이 악화되고 있음	DOWN
98	99	 앞으로 통화정책은 유동성 상황을 개선하고 경기의 과도한 위축을 방지하는 데 주안점을 두고 운용해 나갈 것임	DOWN
99	100	 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 4.25%에서 4.00%로 하향조정하여 통화정책을 운용하기로 하였음	DOWN
100	101	 최근 국내 경기는 세계경제 성장세 약화로 인해 수출증가율이 낮아지고 소비 등 내수가 부진한 모습을 보이면서 둔화추세를 지속하고 있으며 금융시장 불안의 파급 영향이 가세하여 향후 성장의 하향위험도 큰 것으로 판단됨	DOWN
101	102	 소비자물가는 원/달러 환율 상승에도 불구하고 국제유가 하락과 경기둔화의 영향으로 오름세가 점차 둔화되고 있음. 부동산시장에서는 거래가 위축된 가운데 가격이 하락 움직임을 나타내고 있음	DOWN
102	103	 금융시장에서는 환율 주가 등 가격변수의 불안정한 움직임이 지속되는 가운데 외국인 투자자금 유출 금융기관 여신태도 강화 등으로 기업의 자금조달 여건이 악화되고 있음	DOWN
103	104	 앞으로도 통화정책은 물가상승압력의 변화와 함께 금융시장 불안 등에 따른 경기의 과도한 위축 가능성에 유의하면서 운용해 나갈 것임	DOWN
104	105	 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 5.25%에서 5.00%로 하향조정하여 통화정책을 운용하기로 하였음	DOWN
105	106	 최근 국내 경기는 수출이 높은 신장세를 지속하고 있으나 내수 부진으로 인해 둔화 움직임이 뚜렷해지고 있으며 국제금융시장 불안 세계 경기 위축 등으로 향후 성장의 하향리스크도 높아진 것으로 판단됨	DOWN
106	107	 소비자물가는 국제유가 하락의 영향으로 상승률이 점차 낮아지고 있으나 원/달러 환율 상승 등에 기인하여 당분간 높은 오름세를 나타낼 것으로 보임. 한편 부동산가격의 상승세는 제한되고 있음	DOWN
107	108	 금융시장에서는 국제금융시장 불안 확산의 영향으로 환율 주가 등 가격변수가 불안정한 움직임을 보이는 가운데 금융기관의 여신태도가 강화되고 있음	DOWN
108	109	 이번 기준금리 인하는 금융시장 불안을 완화하고 경기가 과도하게 위축되지 않도록 하기 위한 것임	DOWN
109	110	 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 5.00%에서 5.25%로 상향조정하여 통화정책을 운용하기로 하였음	UP
110	111	 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 낮은 수준에 머물면서 둔화되고 있는 것으로 판단되며 국제유가 변동성 확대 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임	UP
111	112	 소비자물가는 고유가의 영향 파급 등으로 상승세가 한층 확대되었으며 앞으로도 상당기간 높은 오름세가 지속될 것으로 보임. 한편 부동산가격의 상승세는 제한되고 있음	UP
112	113	 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하였음	UP
113	114	 이번 기준금리 인상은 높은 물가상승세로 인해 인플레이션 기대심리가 확산될 소지를 줄이기 위한 것임	UP
114	115	 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 4.75%에서 5.00%로 상향조정하여 운용하기로 하였음	UP
115	116	 최근 국내 경기는 수출이 높은 신장세를 유지하는 가운데 투자와 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨	UP
116	117	 소비자물가는 국제유가 상승에도 불구하고 대체로 안정세를 유지하고 있으며 부동산가격의 오름세도 제한되고 있음	UP
117	118	 금융시장에서는 시중유동성이 여전히 풍부한 가운데 금융기관 여신도 증가세를 지속하고 있음	UP
118	119	 이번 콜금리 목표 인상으로 금융완화의 정도가 크게 축소될 것으로 판단됨	UP
119	120	 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 4.50%에서 4.75%로 상향조정하여 운용하기로 하였음	UP
120	121	 최근 국내 경기는 수출이 높은 신장세를 지속하는 가운데 투자와 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨	UP
121	122	 소비자물가는 국제유가 상승에도 불구하고 농수산물가격 하락 등으로 안정세를 보이고 있으며 부동산가격의 오름세도 뚜렷이 둔화되고 있음	UP
122	123	 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 중소기업대출을 중심으로 큰 폭으로 늘어나고 있음	UP
123	124	 인상조정된 콜금리 목표는 여전히 경기회복을 뒷받침하는 수준인 것으로 판단됨	UP
124	125	 실물경제는 건설투자가 부진하나 수출이 견실한 신장세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음	UP
125	126	 경상수지는 상품수지를 중심으로 흑자를 나타내었음	UP
126	127	 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 지속되고 있음. 한편 부동산가격은 오름세가 둔화되고 있음	UP
127	128	 금융시장에서는 금융기관의 여신 증가세가 다소 둔화되고 있으나 전반적인 유동성사정은 여전히 원활함	UP
128	129	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 4.25%에서 4.50%로 상향조정하여 운용함	UP
129	130	 실물경제는 건설투자의 증가가 미약하나 수출 신장세가 확대되고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음	UP
130	131	 경상수지는 상품수지의 흑자폭 축소와 대외배당금 지급 등으로 일시적으로 큰 폭의 적자를 기록하였음	UP
131	132	 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가 지속으로 상승압력이 점증하고 있으며 부동산가격도 오름세를 나타내고 있음	UP
132	133	 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 큰 폭으로 늘어나고 있음	UP
133	134	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 4.00%에서 4.25%로 상향조정하여 운용함	UP
134	135	 실물경제는 건설투자의 증가가 미약하나 수출이 견조한 증가세를 유지하고 민간소비의 신장세가 확대되는 가운데 설비투자도 점차 회복되고 있음	UP
135	136	 경상수지는 상품수지를 중심으로 흑자기조를 이어가고 있음	UP
136	137	 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 잠재되어 있으며 부동산가격은 일부 지역을 중심으로 오름세를 나타내고 있음	UP
137	138	 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 꾸준히 늘어나고 있음	UP
138	139	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 3.75%에서 4.00%로 상향조정하여 운용함 	UP
139	140	 실물경제는 설비투자 개선이 미흡하고 건설투자가 다소 둔화되는 움직임을 나타내고 있으나 수출이 높은 신장세를 유지하는 가운데 민간소비도 견실한 회복세를 지속하고 있음	UP
140	141	 경상수지는 상품수지를 중심으로 흑자기조를 이어가고 있음	UP
141	142	 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가 지속에 따른 상승압력이 잠재되어 있으며 부동산가격도 국지적으로는 상승기미가 나타나고 있음	UP
142	143	 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 꾸준히 늘어나고 있으나 장기시장금리는 비교적 큰 폭으로 상승하였음	UP
143	144	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 3.50%에서 3.75%로 상향조정하여 운용함	UP
144	145	 실물경제는 설비투자와 건설투자의 개선이 미흡하나 수출이 높은 신장세를 보이는 가운데 민간소비가 견실한 회복세를 지속하고 있음	UP
145	146	 경상수지는 흑자기조를 이어가고 있으나 수입수요 증가로 흑자폭은축소되고 있음	UP
146	147	 물가는 근원인플레이션과 소비자물가 모두 안정세를 나타내고 부동산 가격의 오름세도 둔화되고 있으나 고유가 지속으로 비용측면에서의 상승압력이 잠재되어 있음	UP
147	148	 금융시장에서는 유동성사정이 전반적으로 원활하고 금융기관의 여신도 증가세를 유지하고 있으나 시장금리는 경기회복 기대 등을 반영하여 상승세를 나타내었음	UP
148	149	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 3.25%에서 3.5%로 상향조정하여 운용함 	UP
149	150	 실물경제는 민간소비 및 설비투자가 계속 저조한 가운데 수출 및 건설투자의 신장세도 점차 둔화되고 있어 성장의 하방위험이 증대될 우려가 있음 	DOWN
150	151	 경상수지는 상품수지를 중심으로 흑자기조를 유지하고 있음	DOWN
151	152	 물가면에서는 고유가 등 불안요인이 상존하고 있으나 내수저조로 수요 압력이 미약하여 근원인플레이션율은 목표범위 내에서 머물고 있음	DOWN
152	153	 금융시장에서는 전반적으로 유동성 사정이 원활하였으나 금융기관의 신용위험에 대한 높은 민감도로 인해 중소기업의 자금조달 여건은여전히 개선되지 않고 있음	DOWN
153	154	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 3.5%에서 3.25%로 하향조정하여 운용함	DOWN
154	155	 실물경제는 민간소비와 설비투자의 본격적인 회복이 지연되는 가운데 당초 예상을 벗어난 고유가 추세의 지속 및 세계 IT경기의 둔화 가능성 등으로 성장세가 약화될 우려가 있음	DOWN
155	156	 물가면에서는 국제유가 급등 등의 영향으로 상승압력이 높아지고 있으나 내수 저조로 수요압력이 미약하여 근원인플레이션율은 목표범위 내에서 유지되고 있음	DOWN
156	157	 주택가격도 정부의 안정대책에 힘입어 하향안정세를 보이고 경상수지 또한 상품수지를 중심으로 흑자기조를 이어갈 것으로 전망됨	DOWN
157	158	 금융시장에서는 전반적으로 유동성 사정이 원활하였으나 신용도가 낮은 중소기업의 자금조달 여건은 여전히 개선되지 않고 있음	DOWN
158	159	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리(무담보 익일물 기준) 목표를 현재의 연 3.75%에서 연 3.5%로 하향조정함	DOWN
159	160	 아울러 경제의 성장과 안정의 균형을 실효성 있게 도모하기 위해서는 제반 거시경제정책의 조화적 운용에 더욱 유의하여야 할 것으로 판단됨	DOWN
160	161	 실물경제는 수출의 견실한 신장에도 불구하고 내수부진으로 둔화추세가 한층 뚜렷해지고 있으며 하반기에도 국내외 여건에 비추어 경제성장세가 크게 높아지기는 어려울 것으로 예상됨	DOWN
161	162	 6월중 소비자물가는 농산물가격 하락 및 석유류 가격 인하 등에 따라 3개월 연속 하락하였으며 경상수지도 상품수지의 큰 폭 흑자에 힘입어 흑자규모가 확대된 것으로 추정됨	DOWN
162	163	 주택시장은 정부의 주택가격 안정대책에 힘입어 안정을 되찾고 있음	DOWN
163	164	 금융시장은 대체로 안정된 모습을 유지하고 있으나 신용도가 낮은 기업의 자금조달여건이 개선되지 않고 있는 가운데 신용카드사 및 SK글로벌 문제 등과 관련된 불안요인이 잠재하고 있음	DOWN
164	165	 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 4.0%에서 3.75%로 하향조정하는 동시에 유동성조절대출금리도 현재의 3.75%에서 3.5%로 인하하여 운용함	DOWN
165	166	 아울러 경제의 성장과 안정의 균형을 도모하기 위해서는 보다 적극적인 재정운용이 긴요하며 한편으로는 부동산시장의 안정에도 계속 유의해야 할 것으로 판단됨	DOWN
166	167	 국내경기는 내수부진으로 생산이 위축되고 재고가 누적되는 등 둔화추세가 더욱 뚜렷해지고 있는 가운데 북핵문제 및 중증 급성호흡기증후군(SARS) 확산에 따른 부정적 영향도 점차 가시화되고 있음	DOWN
167	168	 물가는 국제유가 하락 및 농산물 가격 안정 등으로 오름세가 상당폭 진정되었으며 경상수지도 수출이 호조를 지속한 반면 수입신장세는 둔화됨에 따라 적자폭이 축소된 것으로 추정됨	DOWN
168	169	다만 주택매매가격은 일부 재건축관련 아파트가격의 급등에 주도되어 비교적 큰 폭으로 상승하였음	DOWN
169	170	 금융시장은 안정을 되찾고 있으나 신용위험에 대한 민감도 증대로 안전자산 선호경향이 이어지면서 비우량기업의 자금조달여건이 다소 악화되고 있음	DOWN
170	171	 이와 같은 점을 종합적으로 감안하여 경제활동의 과도한 위축을 방지하기 위해 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 4.25%에서 4.0%로 하향조정하여 운용함	DOWN
171	172	 아울러 이번에 정부가 발표한 강력한 부동산가격 안정대책이 부동산가격 안정에 유효할 것으로 기대하고 있으나 부동산시장 동향을 예의주시하여 필요시 추가대책을 강구해야 할 것임	DOWN
172	173	 실물경제는 소비 및 건설투자의 호조가 지속되는 가운데 수출이 증가로 돌아서고 설비투자도 개선기미를 보이는 등 경기회복세가 더욱 뚜렷해지는 모습을 나타냄	UP
173	174	 물가는 아직 안정세를 유지하고 있으나 국제유가 및 부동산가격상승 등 불안요인이 잠재하고 있는 데다 경기회복과 함께 수요면에서의 상승압력도 점차 증대되어 하반기에는 물가상승률이 높아질 것으로 예상됨	UP
174	175	 특히 저금리를 배경으로 가계대출이 크게 늘어남에 따라 통화증가세가 확대되고 있어 앞으로 과잉유동성의 우려가 있음	UP
175	176	 이와 같은 우리경제의 현 상황에 비추어 볼 때 과잉유동성을 미연에 방지하고 물가안정기조를 다지기 위해서는 통화정책면에서 미조정이 필요한 것으로 판단됨	UP
176	177	 따라서 5월중 통화정책은 콜금리 목표를 현재의 4.0%에서 4.25%로 소폭 상향조정하여 운영함	UP
177	178	 실물경제는 미국을 비롯한 세계경제의 회복 전망이 불투명한 가운데 큰 폭의 수출감소세가 지속되고 산업생산 및 설비투자도 더욱 크게 위축되는 등 매우 부진한 모습을 보이고 있음	DOWN
178	179	물가는 환율 유가 공공요금 등 비용면에서의 상승압력은 점차 약화되고 있으나 부동산가격이 계속 상승하고 있으며 8월중 소비자물가도 기후불순에 의한 농축수산물가격의 상승으로 예상보다 높은 오름세를 보였음	DOWN
179	180	금융시장은 일부 대기업의 구조조정과 관련한 불확실성이 증대되고 있으나	DOWN
180	181	지난 7월 및 8월 2차에 걸친 콜금리 인하 이후 시장금리 및 은행 여수신금리가 큰 폭으로 하락하고 신용등급이 낮은 회사채의 발행이 원활히 이루어지는 등 기업자금 조달여건의 개선 추세가 지속되고 있음	DOWN
181	182	 9월중 통화정책은 경기부진 전망에 대응하여 콜금리 목표를 미리 상당폭 인하한데 더하여 재정지출 확대 등 재정정책면에서의 경기대응노력도 강화되고 있어 이러한 정책이 경제의 각 부문에 파급되는 영향 등을 좀 더 지켜보는 것이 바람직한 것으로 판단되므로 콜금리 목표를 현 수준에서 유지하는 방향으로 운용	DOWN
182	183	한편 통화?재정면에서의 경기대응정책이 경제활성화로 이어지기 위해서는 기업의 구조조정을 조속히 추진하는 등 금융시장의 잠재적 불확실성을 해소하는 것이 매우 긴요함	DOWN
183	184	 실물경제는 반도체 등 정보통신산업을 중심으로 산업생산이 계속 위축되고 수출 감소폭이 더욱 확대되는 가운데 설비투자의 감소세가 지속되고 있으며 향후 미국 등 세계경제 회복 전망의 불확실성 등으로 경기부진이 예상보다 심화될 우려가 있음	DOWN
184	185	물가는 부동산가격 상승 등 불안요인이 있으나 7월중 소비자물가 상승률이 다소 낮아졌으며 앞으로도 상승세가 점차 둔화될 것으로 예상됨	DOWN
185	186	금융시장은 지난달 콜금리 인하 이후 시장금리 및 은행 여수신금리가 크게 하락하는 가운데 회사채 및 CP의 순발행기조가 유지되는 등 기업자금 조달여건의 개선 추세가 지속되고 있으나	DOWN
186	187	일부 대기업의 구조조정과 관련한 불확실성 및 경기부진에 따른 기업 수익성 악화 우려 등 불안요인이 있음	DOWN
187	188	이와 같은 경기 및 물가 전망과 금융시장 상황을 종합적으로 감안하여 8월중 통화정책은 다음과 같은 방향으로 운영함	DOWN
188	189	콜금리 목표를 현재의 4.75%에서 4.5%로 하향 조정	DOWN
189	190	유동성조절대출금리도 현재의 4.5%에서 4.25%로 하향 조정	DOWN
190	191	지난 7월에 이어 금번의 콜금리목표 인하가 실물경제 호전으로 이어지기 위해서는 재정면에서도 경기부진에 보다 적극적으로 대응하는 한편 기업구조조정을 과감히 추진하여 경제의 불확실성을 해소하는 것이 긴요함	DOWN
191	192	 실물경제는 설비투자의 부진 및 수출의 큰 폭 감소로 산업생산 활동이 계속 둔화되고 재고가 크게 늘어나는 가운데 대외여건면에서도 미국 등 세계경제의 회복전망에 대한 불확실성이 여전히 남아 있는 상황임	DOWN
192	193	 한편 물가는 지난해 하반기 이후의 고유가 공공요금 인상 환율상승 및 최근 가뭄 등의 영향으로 높은 수준을 나타내고 있으나 경기부진으로 수요면에서의 상승압력은 거의 없는 것으로 보임	DOWN
193	194	금융시장 여건은 풍부한 시중유동성 일부 대기업문제 처리 진전 등으로 개선추세가 지속되고 있으나 기업의 신용기반이 아직 취약한 데다 앞으로 경기부진에 따른 수익성 악화가 우려되는 등 불안요인도 잠재하고 있음	DOWN
194	195	이와 같은 실물경제 및 금융상황을 종합적으로 감안하여 7월중 통화정책은 다음과 같은 방향으로 운영함	DOWN
195	196	 콜금리 목표를 현재의 5.0%에서 4.75%로 인하	DOWN
196	197	향후 통화정책은 대내외 경제여건의 불확실성이 큰 만큼 물가 경기 및 금융시장 동향을 면밀히 점검하면서 탄력적으로 운용할 것임	DOWN
197	198	 실물경제는 산업생산이 작년 9월 이후 4개월 연속 감소하고 수출증가율이 큰 폭으로 낮아지는 등 예상보다 빠르게 둔화되고 있으며 소비 및 투자 심리도 크게 위축되어 있음	DOWN
198	199	소비자물가는 1월중 농수산물 가격 상승 공공요금 인상 등으로 큰 폭의 오름세를 보였으며 최근의 환율상승에 따른 파급영향 등 불안요인이 있으나 경기가 빠르게 둔화되면서 수요면에서의 상승압력은 해소되고 있음	DOWN
199	200	금융시장은 시장금리의 하향안정세가 이어지는 가운데 기업자금 경색현상도 부분적으로 완화되는 모습을 보이고 있으나	DOWN
200	201	경기둔화로 기업의 현금흐름이 악화될 가능성이 있는 데다 잠재부실기업의 신용위험에 대한 우려가 가시지 않고 있는 등 불안요인이 잠재해 있는 상황임	DOWN
201	202	이와 같은 실물경제 및 금융시장 상황을 종합적으로 감안하여 2월중의 통화정책은 다음과 같은 방향으로 운영함	DOWN
202	203	 콜금리 목표를 현재의 5.25%에서 5.0%로 하향 조정함	DOWN
203	204	앞으로도 물가는 물론 경기 상황을 면밀히 관찰하여 통화정책면에서 대응해 나갈 것이며 아울러 최근 완화 기미를 보이고 있는 기업자금경색 현상이 지속적으로 개선될 수 있도록 기업부문으로의 자금공급 확대에 계속 노력할 것임	DOWN
204	205	 최근 부분적으로 호전기미를 보이고 있는 금융시장이 기조적으로 안정을 되찾기 위해서는 기업 및 금융 구조조정을 실효성 있게 추진하는 것이 더욱 긴요함	DOWN
205	206	실물경제는 경기상승국면이 이어지는 가운데 경상수지도 흑자기조를 유지하고 있으나 물가불안이 현재화되고 있음	UP
206	207	 소비자물가가 국제유가 급등 공공요금 인상 농축수산물가격 상승 등의 영향으로 지난 6월 이후 4개월 연속 큰 폭의 오름세를 나타내었음	UP
207	208	금융시장은 국제유가 급등 반도체가격 하락 대우자동차 매각 차질 등의 요인이 복합적으로 작용하여 일시 크게 동요하였으나	UP
208	209	국제유가의 급등세가 진정되고 기업 및 금융구조조정의 조기 추진 계획이 발표되면서 불안심리가 다소 완화되는 모습을 보이고 있음	UP
209	210	한편 그 동안 경기상승기조하에서 물가오름세가 빨라짐에도 불구하고 금융시장 안정에 중점을 두고 콜금리를 운용해 옴에 따라	UP
210	211	시중자금흐름이 단기화되는 등 부작용이 나타나고 있을 뿐 아니라 앞으로 인플레이션기대심리를 부추길 우려가 있음	UP
211	212	이와 같은 물가동향과 금융시장 상황을 종합적으로 감안하여 10월중 통화정책은 다음과 같은 방향으로 운영함	UP
212	213	 콜금리 목표를 현재의 5.00%에서 5.25%로 상향조정하여 운영함	UP
213	214	 유동성조절대출금리는 현 수준(4.50%)을 유지함	UP
214	215	월중 공개시장조작을 통한 유동성 조절규모(평잔기준 통안증권 발행 및 RP 순매각 금액)는 61조원 내외로 하되 시장상황에 따라 조절함	UP
215	216	경기상승세가 지속되는 가운데서도 아직까지 물가상승압력이 현재화되고 있지는 않으며 1월중 수출입차가 적자를 보였으나 경상수지는 흑자를 유지하고 있음	UP
216	217	한편 금융시장은 은행권의 신용공급이 계속 확대되는 가운데 그동안 크게 경색되었던 채권거래가 활기를 띠면서 장기시장금리가 점차 하락하는 등 전반적으로 안정되는 모습을 보이고 있음 	UP
217	218	 또한 2월 2일 대우채권 지급비율 인상 이후에도 수익증권 환매로 인한 투신사의 자금유출규모가 예상보다 크지 않은 점에 비추어 금융시장의 불안요인이 크게 해소된 것으로 판단됨	UP
218	219	그러나 그동안 경기상승 및 금융시장불안에 따른 장기금리의 상승에도 불구하고 금융시장 안정을 위해 콜금리를 계속 낮은 수준에서 유지해 온 결과 장단기금리격차가 크게 확대되었으며	UP
219	220	이로 인해 시중자금의 단기화와 금리정책의 유효성 저하 등 부작용이 나타나고 있음	UP
220	221	 장기금리 하락을 유도하기 위해서는 금융시장 불안요인의 해소와 더불어 실물경제활동에 비해 상대적으로 낮은 콜금리를 다소 상향운영할 필요가 있는 것으로 판단됨	UP
221	222	이와 같은 여건을 종합적으로 감안하여 2월중 통화정책은 다음과 같은 방향으로 운영함 	UP
222	223	 콜금리를 현재의 4.75% 내외에서 5.00% 내외로 운영	UP
223	224	최근 장기시장금리가 금융시장 불안요인의 완화로 하락세를 보이고 있고 경기상승에 대응한 금리인상 예상은 이미 시장금리에 상당부분 반영되어 있음에 비추어 장기금리는 기조적으로 하향안정세를 유지하여 장단기금리격차가 축소될 것으로 예상됨 	UP
